medcode	stdterm	attrstring	linkto	comment
602820	 haemoglobinopathy 	T	1529	
602821	 heinz body anaemia / disease congenital 	TTOIOT	57298	
602822	 heinz body anaemia of newborn 	TTTIT	57298	
602823	 haemolytic haemoglobin disease unstable 	TTTT	31462	
602824	 anaemia hereditary haemolytic 	TTT	14698	
602825	 anaemia haemolytic acquired 	TTT	27771	
602826	 anaemia haemolytic acute acquired 	TTTT	27771	
602827	 autoimmune haemolytic anaemia 	TTT	3818	
602828	 syndrome haemolytic uraemic 	TTT	29323	
602829	 cold haemolytic antibody disease 	TTTT	28238	
602830	 cold haemagglutin disease 	TTT	28238	
602831	 haemoglobinuria cold 	TT	48096	
602832	 hypoplastic anaemia 	TT	15422	
602833	 marrow depression 	TT	15658	
602834	 cytopaenia 	T	938	
602835	 pancytopaenia 	T	938	
602836	 anaemia agranulocytic 	TT	938	
602837	 thrombocytopaenic anaemia 	TT	31275	
602838	 anaemia achrestic 	TT	15936	
602839	 sideroblastic anaemia idiopathic 	TTT	15936	
602840	 sideroblastic anaemia hereditary 	TTT	43330	
602841	 anaemia due to blood loss 	TIITT	2743	
602842	 newborn infant anaemia posthaemorrhagic 	TTTT	2743	
602843	 profound anaemia 	TT	739	
602844	 anaemia atypical 	TT	739	
602845	 anaemia of renal failure 	TITT	4670	
602846	 anaemia secondary 	TT	4670	
602847	 anaemia combined system disease 	TTTT	1702	
602848	 anaemia of chronic disease 	TITT	1702	
602849	 anaemia normocytic 	TT	1702	
602850	 macrocytic anaemia 	TT	797	
602851	 haemorrhagic disease 	TT	5981	
602852	 bleeding disorder familial 	TTT	5981	
602853	 haemorrhagic diathesis familial 	TTT	5981	
602854	 factor viii deficiency congenital 	TTTT	5632	
602855	 haemophilia 	T	5632	
602856	 factor ix deficiency 	TTT	20266	
602857	 pseudohaemophilia type b 	TTT	20266	
602858	 factor xi deficiency 	TTT	22706	
602859	 factor v deficiency 	TTT	15556	
602860	 factor vii deficiency 	TTT	45637	
602861	 factor x deficiency 	TTT	47198	
602862	 factor xii deficiency 	TTT	34673	
602863	 factor xiii deficiency 	TTT	20174	
602864	 haemorrhagic disorder due anticoagulants 	TTIT	53054	
602865	 syndrome defibrination acute 	TTT	41469	
602866	 purpura fulminans 	TT	41469	
602867	 afibrinogenaemia 	T	41469	
602868	 diffuse intravascular coagulation 	TTT	25986	
602869	 carrier haemophilia 	TT	26198	
602870	 bleeding disorder 	TT	4414	
602871	 defect coagulation 	TT	4414	
602872	 purpura henoch schonlein 	TTT	1459	
602873	 schonlein purpura 	TT	1459	
602874	 renal involvement henoch schonlein purp 	TTTTT	1459	
602875	 glanzmann disease 	TT	46726	
602876	 platelet auto agglutination 	TTT	42664	
602877	 purpura idiopathic 	TT	8495	
602878	 purpura nonspecific 	TT	8495	
602879	 purpura idiopathic congenital 	TTT	8495	
602880	 skin haemorrhage 	TT	8495	
602881	 thrombocytopaenia idiopathic 	TT	5144	
602882	 thrombocytopaenic purpura 	TT	877	
602883	 secondary purpura 	TT	20181	
602884	 thrombocytopaenia 	T	880	
602885	 endotheliosis 	T	47203	
602886	 hereditary haemorrhagic diathesis 	TTT	47195	
602887	 granulocytopenia 	T	4818	
602888	 syndrome job 	TT	42394	
602889	 granulomatous disease chronic 	TTT	38306	
602890	 polycythaemia secondary / acquired 	TOIT	5086	
602891	 polycythaemia iron deficiency 	TTT	5086	
602892	 polycythaemia stress 	TT	15311	
602893	 pseudopolycythaemia 	T	17486	
602894	 polycythaemia relative 	TT	17486	
602895	 lymphadenitis chronic 	TT	4252	
602896	 adenitis mesenteric acute 	TTT	14953	
602897	 adenitis mesenteric chronic 	TTT	29526	
602898	 abscess lymph gland / node mesentery 	TTOIOT	15230	
602899	 lymphadenitis 	T	1480	
602900	 abscess spleen 	TT	35702	
602901	 cyst spleen 	TT	29319	
602902	 splenic disease 	TT	31432	
602903	 polycythaemia benign 	TT	23423	
602904	 methaemoglobinaemia secondary 	TT	31410	
602905	 methaemoglobinaemia enterogenous 	TT	31410	
602906	 methaemoglobinaemia primary 	TT	90505	
602907	 methaemoglobinaemia congenital 	TT	90505	
602908	 methaemoglobinaemia hereditary 	TT	93327	
602909	 methaemoglobinaemia toxic 	TT	53307	
602910	 lymph nodes mesenteric calcified 	TTTT	25717	
602911	 glands abdomen calcified 	TTT	25717	
602912	 adenosclerosis 	T	25717	
602913	 lymph node calcified 	TTT	25717	
602914	 myelofibrosis secondary 	TT	5572	
602915	 myelosclerosis 	T	5572	
602916	 myelosclerosis secondary 	TT	5572	
602917	 weak blood 	TT	4259	
602918	 dyscrasia blood 	TT	4259	
602919	 vague nervous disorder 	TTT	3630	
602920	 mental deterioration 	TT	3630	
602921	 disorder psychogenic 	TT	3630	
602922	 mental disturbance 	TT	3630	
602923	 vague psychiatric disorder 	TTT	3630	
602924	 mental alienation 	TT	3630	
602925	 mental disorder 	TT	3630	
602926	 psychosis organic 	TT	7233	
602927	 psychosis brain syndrome 	TTT	7233	
602928	 senility premature 	TT	15165	
602929	 plaques argyrophilic 	TT	15165	
602930	 tangles neurofibrillary 	TT	15165	
602931	 presenility 	T	15165	
602932	 dementia arteriosclerotic 	TT	19477	
602933	 dementia aggressive 	TT	15249	
602934	 psychosis alcoholic 	TT	16237	
602935	 shakes alcoholic 	TT	1476	
602936	 korsakov psychosis alcoholic 	TTT	4500	
602937	 psychosis korsakov 	TT	4500	
602938	 dementia alcoholic 	TT	27342	
602939	 hallucinations alcoholic 	TT	25110	
602940	 alcoholic psychosis paranoid 	TTT	30404	
602941	 symptoms alcoholic withdrawal 	TTT	2082	
602942	 psychosis prednisolone 	TT	16256	
602943	 psychosis due drugs 	TIT	16256	
602944	 withdrawal syndrome drug / narcotic 	TTOIO	3844	
602945	 reaction drug withdrawal 	TTT	3844	
602946	 drug abstinence symptoms 	TTT	3844	
602947	 hallucinations drug induced 	TTT	20026	
602948	 intoxication drug induced 	TTT	15876	
602949	 withdrawal nicotine 	TT	6359	
602950	 syndrome brain acute 	TTT	4033	
602951	 psychosis due brain trauma 	TITT	25051	
602952	 psychosis reactive with cerebrovascular 	TTIT	25114	
602953	 puerperal psychosis 	TT	2114	
602954	 psychosis korsakov nonalcoholic 	TTT	23835	
602955	 syndrome brain chronic 	TTT	39625	
602956	 syndrome brain 	TT	36861	
602957	 schizophrenic psychosis 	TT	854	
602958	 schizophrenia chronic 	TT	3984	
602959	 movements catatonic 	TT	25546	
602960	 schizophrenia paranoid 	TT	1494	
602961	 schizophrenic episode 	TT	576	
602962	 schizoaffective psychosis 	TT	2117	
602963	 schizo affective disorder 	TTT	2117	
602964	 schizophrenia atypical 	TT	33338	
602965	 psychosis affective 	TT	14656	
602966	 dysphoria 	T	14656	
602967	 psychosis depressive 	TT	2560	
602968	 melancholia involutional 	TT	10610	
602969	 manic depressive psychosis manic type 	TTTTT	3702	
602970	 manic depressive psychosis depressed typ 	TTTTT	4677	
602971	 manic depressive psychosis circular type 	TTTTT	14784	
602972	 mood labile 	TT	3489	
602973	 mood swings 	TT	3489	
602974	 paranoid illness 	TT	4261	
602975	 schizophrenia paraphrenic 	TT	14971	
602976	 reaction affective psychosis 	TTT	20228	
602977	 reaction depressive psychotic 	TTT	17770	
602978	 reaction paranoid 	TT	15053	
602979	 depression agitated 	TT	1055	
602980	 chronic agitated depression 	TTT	1055	
602981	 perceptual disturbance 	TT	14965	
602982	 insane 	T	14965	
602983	 illusions 	T	14965	
602984	 autistic child 	TT	1276	
602985	 nonpsychotic mental disorder 	TTT	5249	
602986	 reaction neurotic 	TT	5249	
602987	 neurosis physical origin 	TTT	5249	
602988	 primary anxiety 	TT	636	
602989	 tension neurosis 	TT	636	
602990	 observed anxiety 	TT	636	
602991	 anxiety acute 	TT	636	
602992	 recurrent tension neurosis 	TTT	636	
602993	 situational autonomic anxiety 	TTT	462	
602994	 prone anxiety 	TT	4659	
602995	 anxiety free floating 	TTT	4659	
602996	 foreboding anxious 	TT	4659	
602997	 anxiety depression 	TT	655	
602998	 anxiety recurrent 	TT	4634	
602999	 reaction anxiety 	TT	4534	
603000	 delusions causing anxiety 	TIT	4534	
603001	 hysterical abasia 	TT	2188	
603002	 neurosis hysterical conversion 	TTT	2188	
603003	 hysteria anxiety 	TT	2188	
603004	 neurosis hysterical dissociative 	TTT	2188	
603005	 hysterical gait abnormal 	TTT	2188	
603006	 hysterical contracture 	TT	2188	
603007	 neurosis hysterical 	TT	2188	
603008	 hysterical anorexia 	TT	2188	
603009	 paralysis hysterical accommodation 	TTT	3438	
603010	 vision blurred hysterical 	TTT	3438	
603011	 tremor hysterical 	TT	23598	
603012	 seizure hysterical 	TT	16484	
603013	 simulated fit 	TT	16484	
603014	 reaction conversion 	TT	15431	
603015	 hysterical astasia 	TT	46399	
603016	 astasia abasia 	TT	46399	
603017	 astasia 	T	46399	
603018	 abasia 	T	46399	
603019	 spasm throat hysterical 	TTT	4143	
603020	 psychogenic amnesia 	TT	4269	
603021	 fugue hysterical 	TT	4775	
603022	 hysterical dream state 	TTT	4775	
603023	 psychosis hysterical acute 	TTT	23490	
603024	 reaction dissociative 	TT	23490	
603025	 neurosis compensation 	TT	29322	
603026	 pseudocyesis 	T	24525	
603027	 pregnancy phantom 	TT	24525	
603028	 hysterical aphonia 	TT	4105	
603029	 neurosis accident 	TT	1907	
603030	 phobic adolescent symptoms 	TTT	1907	
603031	 acarophobia 	T	1907	
603032	 reaction phobic 	TT	1907	
603033	 phobia assymetrical breast development 	TTTT	1907	
603034	 phobia examination school / academic 	TTOIO	1907	
603035	 afraid of dark 	TIT	1907	
603036	 fear hospital admission 	TTT	1907	
603037	 parasitophobia 	T	1907	
603038	 fear non accidental injury 	TTTT	1907	
603039	 diabetes phobia 	TT	1907	
603040	 fear of illness 	TIT	1907	
603041	 large buildings fear of 	TTTI	1907	
603042	 phobia carno 	TT	1907	
603043	 hospital phobia 	TT	1907	
603044	 phobic neurosis 	TT	1907	
603045	 autonomic anxiety on meeting people 	TTITT	16638	
603046	 social phobia 	TT	16638	
603047	 phobia 	T	2300	
603048	 anxiety state phobic symptoms 	TTTT	2300	
603049	 symptoms phobic 	TT	2300	
603050	 phobia eating in company 	TTIT	16199	
603051	 flying fear 	TT	4167	
603052	 phobia cancer 	TT	1510	
603053	 phobia dental 	TT	2366	
603054	 phobia death 	TT	10390	
603055	 pregnancy fear 	TT	6071	
603056	 reaction obsessive / compulsive 	TOIO	3208	
603057	 obsession 	T	3208	
603058	 phobibsessive behaviour 	TT	3208	
603059	 compulsion 	T	5678	
603060	 swearing compulsive 	TT	5678	
603061	 eater compulsive 	TT	5678	
603062	 neurosis compulsive 	TT	5678	
603063	 reaction compulsive 	TT	5678	
603064	 preoccupied with fantasy 	TIT	2030	
603065	 preoccupied 	T	2030	
603066	 pregnancy depression 	TT	1131	
603067	 neurosis depressive 	TT	1131	
603068	 reaction depressive affective 	TTT	1131	
603069	 reactive depression 	TT	1131	
603070	 exogenous depression 	TT	1131	
603071	 nervous debility 	TT	3361	
603072	 fatigue nervous 	TT	3361	
603073	 neurosis neurasthenic 	TT	3361	
603074	 psychogenic asthenia 	TT	3361	
603075	 exhausted with children 	TIT	1582	
603076	 exhausted 	T	1582	
603077	 unreality feeling 	TT	5305	
603078	 neurosis depersonalization 	TT	5305	
603079	 derealization 	T	5305	
603080	 feeling detached 	TT	5305	
603081	 depersonalisation delusions 	TT	5305	
603082	 worried about supposed illness 	TTTT	966	
603083	 introspective about health 	TTT	966	
603084	 reaction hypochondriacal 	TT	966	
603085	 neurosis hypochondriacal 	TT	966	
603086	 hypochondrial delusions 	TT	966	
603087	 writer cramp 	TT	3685	
603088	 mental aberration 	TT	14780	
603089	 personality pathological 	TT	2076	
603090	 problem personality 	TT	2076	
603091	 reaction personality 	TT	2076	
603092	 personality passive dependent 	TTT	2076	
603093	 personality disorder 	TT	2076	
603094	 rigid personality 	TT	2076	
603095	 personality paranoid 	TT	5652	
603096	 personality affective 	TT	14979	
603097	 cyclothymic disorder 	TT	12707	
603098	 thoughts schizoid 	TT	3369	
603099	 personality schizoid 	TT	3369	
603100	 personality explosive 	TT	23597	
603101	 personality aggressive 	TT	6339	
603102	 personality obessional 	TT	1293	
603103	 personality histrionic 	TT	27481	
603104	 histrionic behaviour 	TT	27481	
603105	 personality hysterical 	TT	4759	
603106	 syndrome munchausen 	TT	19927	
603107	 emotional instability 	TT	3709	
603108	 unstable personality 	TT	3709	
603109	 personality emotionally unstable 	TTT	3709	
603110	 personality inadequate 	TT	4515	
603111	 psychopath inadequate 	TT	4515	
603112	 personality asthenic 	TT	48796	
603113	 asocial trends 	TT	23977	
603114	 reaction antisocial 	TT	23977	
603115	 pathological liar 	TT	23977	
603116	 personality asocial 	TT	23977	
603117	 amoral trends 	TT	68042	
603118	 narcissism 	T	37289	
603119	 avoids personal contacts 	TTT	35642	
603120	 loner at school 	TIT	35642	
603121	 peer contact avoided 	TTT	35642	
603122	 personality immature 	TT	1364	
603123	 immature 	T	1364	
603124	 personality neurotic 	TT	2729	
603125	 motivation lack of 	TTI	15960	
603126	 unimaginative 	T	15960	
603127	 personality manipulation of child ren 	TTITT	20033	
603128	 personality manoeuvring of child 	TTIT	20033	
603129	 manoeuvring personality 	TT	20033	
603130	 manipulative abuse public service 	TTTT	20033	
603131	 manipulative 	T	20033	
603132	 personality dull 	TT	15098	
603133	 difficulty expressing affection 	TTT	15098	
603134	 disposition disorder 	TT	15098	
603135	 psychopathic behaviour 	TT	792	
603136	 psychopath 	T	792	
603137	 sex disorder 	TT	7973	
603138	 erotomania 	T	7973	
603139	 sexual deviation 	TT	7973	
603140	 bisexual 	T	7973	
603141	 homosexual tendencies 	TT	1620	
603142	 homosexual 	T	1620	
603143	 lesbian 	T	4510	
603144	 interferes with children paedophilia 	TITT	8784	
603145	 indecent exposure 	TT	20202	
603146	 sexual ambivalence 	TT	23504	
603147	 psychosexual disorder 	TT	15649	
603148	 reduced libido 	TT	2259	
603149	 loss of libido 	TIT	2259	
603150	 libido decreased 	TT	2259	
603151	 psychogenic frigidity 	TT	809	
603152	 problems erectile 	TT	710	
603153	 erection impossible 	TT	710	
603154	 ejaculation delayed 	TT	20133	
603155	 sexual fantasy 	TT	27344	
603156	 libido increased 	TT	27344	
603157	 sexual acting out behaviour 	TTTT	1525	
603158	 sexual problem 	TT	1525	
603159	 sexual anxiety 	TT	1525	
603160	 congenital sexual dysfunction 	TTT	1525	
603161	 sexual anxiety adolescent 	TTT	1525	
603162	 absinthism 	T	2084	
603163	 high risk alcoholism 	TTT	2084	
603164	 alcohol dependence 	TT	2084	
603165	 problem drinking strain on spouse 	TTTIT	2084	
603166	 wine addiction 	TT	2084	
603167	 problems alcohol related 	TTT	1399	
603168	 problem drinking alcohol 	TTT	1399	
603169	 alcohol drinking excessive 	TTT	1399	
603170	 intoxication alcohol acute 	TTT	5740	
603171	 addiction 	T	5105	
603172	 opiate abuse 	TT	16243	
603173	 narcotism 	T	16243	
603174	 narcotic abuse 	TT	16243	
603175	 hard drugs addiction 	TTT	16243	
603176	 long term barbiturate taker 	TTTT	25344	
603177	 barbiturate addiction 	TT	23436	
603178	 benzodiazepine dependence refuses reduct 	TTTT	460	
603179	 cocaine addiction 	TT	11840	
603180	 amphetamine addiction 	TT	22186	
603181	 psychostimulant addiction 	TT	41476	
603182	 hallucinogen drug addiction 	TTT	32887	
603183	 solvent abuse 	TT	5203	
603184	 glue sniffing addiction 	TTT	5203	
603185	 soft drugs addiction 	TTT	14809	
603186	 at risk drug dependance 	ITTT	29446	
603187	 feeling drunk 	TT	12271	
603188	 pixillated 	T	12271	
603189	 hung over hangover 	TTT	27518	
603190	 alcohol abuse 	TT	669	
603191	 abuse alcohol 	TT	669	
603192	 intoxication alcohol chronic 	TTT	23610	
603193	 alcohol abuse intoxication chronic 	TTTT	23610	
603194	 alcohol binges 	TT	12974	
603195	 cannabis ingestion 	TT	3635	
603196	 lsd experimentation 	TT	5610	
603197	 hallucinogen abuse 	TT	5610	
603198	 gp requests avoid barbiturates 	TTTT	29075	
603199	 stimulants use excessive 	TTT	46732	
603200	 misuse medication prescribed drugs 	TTTT	25175	
603201	 laxative user 	TT	10903	
603202	 self purging 	TT	10903	
603203	 diarrhoea laxative abuse 	TTT	10903	
603204	 laxative abuser 	TT	10903	
603205	 injecting drug abuser 	TTT	1588	
603206	 habitual drug abuse 	TTT	1588	
603207	 drug abuse 	TT	1588	
603208	 drug misuse 	TT	1588	
603209	 drug usage abnormal 	TTT	1588	
603210	 experimentation drugs 	TT	1588	
603211	 symptoms functional 	TT	4199	
603212	 psychogenic symptoms 	TT	4199	
603213	 psychophysiological disorder 	TT	4199	
603214	 spasm nervous 	TT	44212	
603215	 psychogenic arthrodynia 	TT	15035	
603216	 psychogenic asthma 	TT	38134	
603217	 respiratory neurosis 	TT	38134	
603218	 nuerodyspnea 	T	38134	
603219	 psychogenic breathlessness 	TT	32034	
603220	 yawning psychogenic 	TT	23413	
603221	 irritable heart 	TT	29448	
603222	 psychogenic arrhythmia cardiac functiona 	TTTT	29448	
603223	 soldier heart 	TT	29448	
603224	 syndrome effort 	TT	29448	
603225	 neurasthenia cardiac 	TT	15292	
603226	 neurosis cardiac 	TT	15292	
603227	 angioneurosis 	T	15284	
603228	 rash nervous 	TT	29461	
603229	 skin reaction psychogenic 	TTT	29461	
603230	 anacidity gastric psychogenic 	TTT	31422	
603231	 psychogenic gastric disorder 	TTT	31422	
603232	 psychogenic anacidity gastric 	TTT	31422	
603233	 aerophagy 	T	4963	
603234	 vomiting cyclic 	TT	2871	
603235	 periodic syndrome 	TT	2871	
603236	 nervous diarrhoea 	TT	15371	
603237	 psychogenic achalasia 	TT	3869	
603238	 nervous indigestion 	TT	3869	
603239	 nervous stomach 	TT	3869	
603240	 pylorospasm psychogenic 	TT	3869	
603241	 stomach butterflies 	TT	3869	
603242	 hypertensive spasm cardiac sphincter 	TTTT	3869	
603243	 psychogenic acid stomach 	TTT	3869	
603244	 psychophysiological disorder urogenital 	TTT	68379	
603245	 vaginismus psychogenic 	TT	20109	
603246	 psychosomatic disorder 	TT	5067	
603247	 atypical illness probably psychosomatic 	TTTT	5067	
603248	 imaginary symptoms 	TT	5067	
603249	 overlay functional 	TT	5067	
603250	 symptoms psychosomatic 	TT	5067	
603251	 tic habit spasm 	TTT	5346	
603252	 gilles de la tourettes syndrome 	TTTTT	12344	
603253	 sleep disorder psychogenic 	TTT	7819	
603254	 jet lag 	TT	7409	
603255	 time zone syndrome 	TTT	7409	
603256	 walking in sleep 	TIT	11721	
603257	 terrors night childhood 	TTT	8913	
603258	 fantasies 	T	8519	
603259	 vivid dreams 	TT	8519	
603260	 body image syndrome 	TTT	7743	
603261	 appetite perverted 	TT	7743	
603262	 appetite depraved 	TT	7743	
603263	 vomiting hysterical / nervous 	TOIO	3422	
603264	 vomiting psychogenic 	TT	3422	
603265	 headache functional 	TT	191	
603266	 stress headache 	TT	191	
603267	 nervous headache 	TT	191	
603268	 hair pulling 	TT	20286	
603269	 lisp 	T	20273	
603270	 hair chewing 	TT	24076	
603271	 stress acute 	TT	276	
603272	 stress reaction 	TT	276	
603273	 berserk 	T	276	
603274	 neurosis combat 	TT	43550	
603275	 shock shell 	TT	43550	
603276	 situational disturbance 	TT	20245	
603277	 social stress 	TT	20245	
603278	 nostalgia transient situational disturb 	TTTT	20245	
603279	 transient situational disturbance 	TTT	20245	
